genome_id,gtdb_classification,Database
002-MX-07.bin.1.291,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__,MiDAS Global
002-MX-07.bin.1.3,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__,MiDAS Global
002-MX-07.bin.1.305,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,MiDAS Global
002-MX-07.bin.1.306,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phosphoribacter;s__,MiDAS Global
002-MX-07.bin.1.308,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__,MiDAS Global
002-MX-07.bin.1.31,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__;s__,MiDAS Global
002-MX-07.bin.1.313,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__JAIBAM01;s__,MiDAS Global
002-MX-07.bin.1.319,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__Desulfobacillus sp008933825,MiDAS Global
002-MX-07.bin.1.32,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__JANLHA01;g__JADLGJ01;s__,MiDAS Global
002-MX-07.bin.1.328,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAJCBL01;s__,MiDAS Global
002-MX-07.bin.1.332,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5862;g__JACKOQ01;s__JACKOQ01 sp024234215,MiDAS Global
002-MX-07.bin.1.335,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__JADJAH01;s__,MiDAS Global
002-MX-07.bin.1.348,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,MiDAS Global
002-MX-07.bin.1.36,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__,MiDAS Global
002-MX-07.bin.1.362,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SXHM01;f__SXHM01;g__SXHM01;s__,MiDAS Global
002-MX-07.bin.1.372,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,MiDAS Global
002-MX-07.bin.1.375,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__,MiDAS Global
002-MX-07.bin.1.381,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__,MiDAS Global
002-MX-07.bin.1.382,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__,MiDAS Global
002-MX-07.bin.1.386,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__,MiDAS Global
002-MX-07.bin.1.387,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__,MiDAS Global
002-MX-07.bin.1.392,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__,MiDAS Global
002-MX-07.bin.1.394,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__;s__,MiDAS Global
002-MX-07.bin.1.400,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__;s__,MiDAS Global
002-MX-07.bin.1.404,d__Bacteria;p__Electryoneota;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__,MiDAS Global
002-MX-07.bin.1.42,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__JALHOP01;g__;s__,MiDAS Global
002-MX-07.bin.1.426,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Inhella;s__,MiDAS Global
002-MX-07.bin.1.43,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JANYDT01;g__JANYHQ01;s__,MiDAS Global
002-MX-07.bin.1.436,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__,MiDAS Global
002-MX-07.bin.1.456,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA8515;s__,MiDAS Global
002-MX-07.bin.1.46,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__F1-60-MAGs149;g__;s__,MiDAS Global
002-MX-07.bin.1.47,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,MiDAS Global
002-MX-07.bin.1.48,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__,MiDAS Global
002-MX-07.bin.1.480,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,MiDAS Global
002-MX-07.bin.1.523,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__JAJTFW01;s__,MiDAS Global
002-MX-07.bin.1.559,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Vicinibacter;s__Vicinibacter sp020848695,MiDAS Global
002-MX-07.bin.1.567,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,MiDAS Global
002-MX-07.bin.1.572,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__JARSSO01;s__,MiDAS Global
002-MX-07.bin.1.575,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__,MiDAS Global
002-MX-07.bin.1.58,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01 sp020851255,MiDAS Global
002-MX-07.bin.1.607,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__V1-33;g__V1-33;s__,MiDAS Global
002-MX-07.bin.1.609,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__,MiDAS Global
002-MX-07.bin.1.629,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SHLQ01;g__;s__,MiDAS Global
002-MX-07.bin.1.632,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__,MiDAS Global
002-MX-07.bin.1.648,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__HK-STAS-PATE-2;s__,MiDAS Global
002-MX-07.bin.1.658,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JACQNP01;g__JAGQNP01;s__,MiDAS Global
002-MX-07.bin.1.661,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__,MiDAS Global
002-MX-07.bin.1.665,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp016790395,MiDAS Global
002-MX-07.bin.1.666,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JADJSS01;s__,MiDAS Global
002-MX-07.bin.1.686,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,MiDAS Global
002-MX-07.bin.1.693,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__,MiDAS Global
002-MX-07.bin.1.707,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__,MiDAS Global
002-MX-07.bin.1.71,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__,MiDAS Global
002-MX-07.bin.1.716,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SCOH01;g__CALMFQ01;s__,MiDAS Global
002-MX-07.bin.1.718,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__,MiDAS Global
002-MX-07.bin.1.72,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,MiDAS Global
002-MX-07.bin.1.726,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__JAGTJX01;g__;s__,MiDAS Global
002-MX-07.bin.1.732,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__UBA3361;s__UBA3361 sp002360535,MiDAS Global
002-MX-07.bin.1.740,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__JAAYAH01;s__,MiDAS Global
002-MX-07.bin.1.757,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JANXUF01;s__,MiDAS Global
002-MX-07.bin.1.762,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIKUF01;s__,MiDAS Global
002-MX-07.bin.1.764,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__,MiDAS Global
002-MX-07.bin.1.774,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__JAHBUS01;s__,MiDAS Global
002-MX-07.bin.1.779,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SCOH01;g__CALMFQ01;s__CALMFQ01 sp030917985,MiDAS Global
002-MX-07.bin.1.797,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__UBA2383;s__,MiDAS Global
002-MX-07.bin.1.80,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__UBA2784;s__,MiDAS Global
002-MX-07.bin.1.801,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,MiDAS Global
002-MX-07.bin.1.802,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA9464;g__SXSK01;s__,MiDAS Global
002-MX-07.bin.1.803,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__CAIYYT01;g__JADJGC01;s__,MiDAS Global
002-MX-07.bin.1.814,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
002-MX-07.bin.1.815,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__QFOX01;s__,MiDAS Global
002-MX-07.bin.1.821,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__JADKFD01;s__,MiDAS Global
002-MX-07.bin.1.829,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax_A;s__Rubrivivax_A sp018240325,MiDAS Global
002-MX-07.bin.1.844,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__,MiDAS Global
002-MX-07.bin.1.85,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__;f__;g__;s__,MiDAS Global
002-MX-07.bin.1.88,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__JAGOQX01;s__,MiDAS Global
002-MX-07.bin.1.97,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SXNL01;s__,MiDAS Global
002-MX-07.bin.2.105,d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__;g__;s__,MiDAS Global
002-MX-07.bin.2.116,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,MiDAS Global
002-MX-07.bin.2.153,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__JAIBBD01;s__,MiDAS Global
002-MX-07.bin.2.164,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__JAEUSB01;s__,MiDAS Global
002-MX-07.bin.2.187,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__J033;s__,MiDAS Global
002-MX-07.bin.2.25,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__Nitrospira_D sp016788465,MiDAS Global
002-MX-07.bin.2.265,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter sp000585015,MiDAS Global
002-MX-07.bin.2.358,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__,MiDAS Global
002-MX-07.bin.2.381,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__;s__,MiDAS Global
002-MX-07.bin.2.396,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__JADLHS01;s__,MiDAS Global
002-MX-07.bin.2.402,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__Cloacibacterium caeni_B,MiDAS Global
002-MX-07.bin.2.415,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__SYLY01;s__,MiDAS Global
002-MX-07.bin.2.416,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexifilum;s__,MiDAS Global
002-MX-07.bin.2.44,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,MiDAS Global
002-MX-07.bin.2.451,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__JAFNAJ01;g__JAEUQQ01;s__,MiDAS Global
002-MX-07.bin.2.485,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Epilineales;f__Epilineaceae;g__Epilinea;s__,MiDAS Global
002-MX-07.bin.2.506,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__,MiDAS Global
002-MX-07.bin.2.577,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,MiDAS Global
002-MX-07.bin.2.60,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulforegulaceae;g__Desulforegula;s__,MiDAS Global
002-MX-07.bin.2.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__,MiDAS Global
002-MX-07.bin.4.171,d__Bacteria;p__Electryoneota;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__,MiDAS Global
002-MX-07.bin.c.1,d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__QEVD01;g__DSNU01;s__,MiDAS Global
002-MX-07.bin.c.12,d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__QEVD01;g__JABWAN01;s__,MiDAS Global
002-MX-07.bin.c.13,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__;s__,MiDAS Global
002-MX-07.bin.c.14,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__JAGOTT01;s__,MiDAS Global
002-MX-07.bin.c.15,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__GCA-030583725;s__,MiDAS Global
002-MX-07.bin.c.18,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__CAIJKW01;g__CAIJKW01;s__,MiDAS Global
002-MX-07.bin.c.2,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__UBA2383;s__,MiDAS Global
002-MX-07.bin.c.20,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__CALRHK01;s__,MiDAS Global
002-MX-07.bin.c.23,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
002-MX-07.bin.c.4,d__Bacteria;p__Bdellovibrionota_G;c__JALEGL01;o__JALEGL01;f__JALEGL01;g__;s__,MiDAS Global
002-MX-07.bin.c.45,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAEUUM01;s__JAEUUM01 sp016787375,MiDAS Global
002-MX-07.bin.c.46,d__Bacteria;p__Electryoneota;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__,MiDAS Global
002-MX-07.bin.c.48,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__;g__;s__,MiDAS Global
002-MX-07.bin.c.5,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__,MiDAS Global
002-MX-07.bin.c.7,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__;s__,MiDAS Global
003-CA-05.bin.1.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__,MiDAS Global
003-CA-05.bin.1.10,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,MiDAS Global
003-CA-05.bin.1.101,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__JABWCE01;s__,MiDAS Global
003-CA-05.bin.1.104,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__UBA9547;g__CAMFLX01;s__,MiDAS Global
003-CA-05.bin.1.106,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__,MiDAS Global
003-CA-05.bin.1.108,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__,MiDAS Global
003-CA-05.bin.1.109,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__RYN-150;s__,MiDAS Global
003-CA-05.bin.1.117,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio_A;s__,MiDAS Global
003-CA-05.bin.1.126,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__;s__,MiDAS Global
003-CA-05.bin.1.128,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__,MiDAS Global
003-CA-05.bin.1.134,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__,MiDAS Global
003-CA-05.bin.1.147,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Micropruina;s__,MiDAS Global
003-CA-05.bin.1.149,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,MiDAS Global
003-CA-05.bin.1.155,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Ancrocorticia;s__,MiDAS Global
003-CA-05.bin.1.16,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,MiDAS Global
003-CA-05.bin.1.172,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter propinquus,MiDAS Global
003-CA-05.bin.1.174,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,MiDAS Global
003-CA-05.bin.1.184,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,MiDAS Global
003-CA-05.bin.1.187,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__JAIXQO01;s__,MiDAS Global
003-CA-05.bin.1.196,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,MiDAS Global
003-CA-05.bin.1.204,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__,MiDAS Global
003-CA-05.bin.1.210,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Phnomibacter;s__,MiDAS Global
003-CA-05.bin.1.222,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JAUNUZ01;s__,MiDAS Global
003-CA-05.bin.1.224,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__V1-33;g__CAIZWU01;s__,MiDAS Global
003-CA-05.bin.1.225,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__,MiDAS Global
003-CA-05.bin.1.226,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__;s__,MiDAS Global
003-CA-05.bin.1.230,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__JAIBCL01;s__,MiDAS Global
003-CA-05.bin.1.239,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__CALLMJ01;g__;s__,MiDAS Global
003-CA-05.bin.1.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__;s__,MiDAS Global
003-CA-05.bin.1.260,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__,MiDAS Global
003-CA-05.bin.1.278,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JACMNW01;s__,MiDAS Global
003-CA-05.bin.1.289,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA1006;g__CALMMZ01;s__,MiDAS Global
003-CA-05.bin.1.293,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__,MiDAS Global
003-CA-05.bin.1.298,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__Aalborg-AAW-1;s__,MiDAS Global
003-CA-05.bin.1.300,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__,MiDAS Global
003-CA-05.bin.1.31,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,MiDAS Global
003-CA-05.bin.1.312,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JADJBS01;s__,MiDAS Global
003-CA-05.bin.1.321,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__GCA-013693735;s__,MiDAS Global
003-CA-05.bin.1.329,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__RZYP01;s__,MiDAS Global
003-CA-05.bin.1.33,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
003-CA-05.bin.1.330,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia sp002415925,MiDAS Global
003-CA-05.bin.1.347,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Micropruina;s__Micropruina sp027492755,MiDAS Global
003-CA-05.bin.1.349,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__;s__,MiDAS Global
003-CA-05.bin.1.350,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__,MiDAS Global
003-CA-05.bin.1.354,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__,MiDAS Global
003-CA-05.bin.1.355,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,MiDAS Global
003-CA-05.bin.1.36,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Luteococcus;s__,MiDAS Global
003-CA-05.bin.1.366,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,MiDAS Global
003-CA-05.bin.1.367,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__,MiDAS Global
003-CA-05.bin.1.37,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__,MiDAS Global
003-CA-05.bin.1.376,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
003-CA-05.bin.1.382,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
