genome_id,gtdb_classification,Database
059-AT-02.bin.2.391,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__,MiDAS Global
059-AT-02.bin.2.394,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,MiDAS Global
059-AT-02.bin.2.397,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__;s__,MiDAS Global
059-AT-02.bin.2.402,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__JAEWQP01;s__,MiDAS Global
059-AT-02.bin.2.403,d__Bacteria;p__Patescibacteria;c__UBA1384;o__JACPKC01;f__JACPKC01;g__;s__,MiDAS Global
059-AT-02.bin.2.405,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAKPAM01;s__,MiDAS Global
059-AT-02.bin.2.410,d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__UBA5232 sp018056375,MiDAS Global
059-AT-02.bin.2.413,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAJRVM01;s__,MiDAS Global
059-AT-02.bin.2.42,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__JAUSIF01;s__,MiDAS Global
059-AT-02.bin.2.43,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Vampirovibrionales;f__Vampirovibrionaceae;g__;s__,MiDAS Global
059-AT-02.bin.2.44,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Agriterribacter;s__,MiDAS Global
059-AT-02.bin.2.47,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__JABWBH01;s__JABWBH01 sp022072505,MiDAS Global
059-AT-02.bin.2.49,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__SLAD01;f__SLAD01;g__;s__,MiDAS Global
059-AT-02.bin.2.50,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__GWF;s__,MiDAS Global
059-AT-02.bin.2.51,d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__;s__,MiDAS Global
059-AT-02.bin.2.52,d__Bacteria;p__Hinthialibacterota;c__Hinthialibacteria;o__OLB16;f__OLB16;g__;s__,MiDAS Global
059-AT-02.bin.2.55,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
059-AT-02.bin.2.56,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__CAIXSY01;g__;s__,MiDAS Global
059-AT-02.bin.2.60,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__JALHNY01;s__,MiDAS Global
059-AT-02.bin.2.63,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__JAKLKB01;s__JAKLKB01 sp023150835,MiDAS Global
059-AT-02.bin.2.67,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter;s__,MiDAS Global
059-AT-02.bin.2.70,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp020852615,MiDAS Global
059-AT-02.bin.2.71,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,MiDAS Global
059-AT-02.bin.2.72,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__UBA8904 sp018056765,MiDAS Global
059-AT-02.bin.2.79,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__,MiDAS Global
059-AT-02.bin.2.8,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__,MiDAS Global
059-AT-02.bin.2.80,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
059-AT-02.bin.2.83,d__Bacteria;p__Hinthialibacterota;c__Hinthialibacteria;o__Hinthialibacterales;f__Hinthialibacteraceae;g__;s__,MiDAS Global
059-AT-02.bin.2.84,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__UBA924;s__,MiDAS Global
059-AT-02.bin.2.86,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__,MiDAS Global
059-AT-02.bin.2.91,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__JAKBEU01;s__,MiDAS Global
059-AT-02.bin.2.95,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__JALOAP01;s__,MiDAS Global
059-AT-02.bin.2.97,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Terrimesophilobacter;s__Terrimesophilobacter sp023957835,MiDAS Global
059-AT-02.bin.2.99,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JACTMJ01;s__,MiDAS Global
059-AT-02.bin.3.10,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__Fluviibacter phosphoraccumulans,MiDAS Global
059-AT-02.bin.3.101,d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__Aquincolibacteriaceae;g__ZLKRG04;s__,MiDAS Global
059-AT-02.bin.3.124,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__J111;g__DSQQ01;s__,MiDAS Global
059-AT-02.bin.3.126,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__,MiDAS Global
059-AT-02.bin.3.131,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__,MiDAS Global
059-AT-02.bin.3.14,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA3940;g__JADZAD01;s__JADZAD01 sp020852775,MiDAS Global
059-AT-02.bin.3.148,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAIOPN01;s__,MiDAS Global
059-AT-02.bin.3.150,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JADJTR01;s__,MiDAS Global
059-AT-02.bin.3.153,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__,MiDAS Global
059-AT-02.bin.3.16,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__Cellvibrio sp002483365,MiDAS Global
059-AT-02.bin.3.162,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__,MiDAS Global
059-AT-02.bin.3.166,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__J027;g__JAAUUD01;s__,MiDAS Global
059-AT-02.bin.3.191,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__,MiDAS Global
059-AT-02.bin.3.265,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__M30B66;f__M30B66;g__JAIBAI01;s__,MiDAS Global
059-AT-02.bin.3.273,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__JACQAE01;s__,MiDAS Global
059-AT-02.bin.3.312,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__,MiDAS Global
059-AT-02.bin.3.331,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__CAIXDN01;s__,MiDAS Global
059-AT-02.bin.3.397,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__,MiDAS Global
059-AT-02.bin.3.422,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA918;g__OLB19;s__,MiDAS Global
059-AT-02.bin.3.499,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__JABCZZ01;g__;s__,MiDAS Global
059-AT-02.bin.3.522,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JANYDT01;g__;s__,MiDAS Global
059-AT-02.bin.3.560,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__,MiDAS Global
059-AT-02.bin.3.563,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas sp023953935,MiDAS Global
059-AT-02.bin.3.573,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__JADLFX01;s__,MiDAS Global
059-AT-02.bin.3.607,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__CANCBY01;s__,MiDAS Global
059-AT-02.bin.3.645,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA11398;s__,MiDAS Global
059-AT-02.bin.3.679,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__,MiDAS Global
059-AT-02.bin.3.685,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__WYBJ01;g__WYBJ01;s__,MiDAS Global
059-AT-02.bin.3.84,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__PWPN01;g__JAAXZI01;s__,MiDAS Global
059-AT-02.bin.4.177,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp002050275,MiDAS Global
059-AT-02.bin.4.246,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__XYB12-FULL-38-5;s__,MiDAS Global
059-AT-02.bin.4.247,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__,MiDAS Global
059-AT-02.bin.4.278,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__,MiDAS Global
059-AT-02.bin.4.306,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__XYB12-FULL-38-5;s__,MiDAS Global
059-AT-02.bin.4.343,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__,MiDAS Global
059-AT-02.bin.4.454,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__QEUY01;s__,MiDAS Global
059-AT-02.bin.4.60,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__UCB2;s__,MiDAS Global
059-AT-02.bin.c.15,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JADLCM01;s__JADLCM01 sp020847175,MiDAS Global
059-AT-02.bin.c.22,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__Promineifilum sp019454405,MiDAS Global
059-AT-02.bin.c.40,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAHIVK01;s__,MiDAS Global
060-AU-05.bin.1.1052,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__JAGOSP01;s__,MiDAS Global
060-AU-05.bin.1.1085,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__,MiDAS Global
060-AU-05.bin.1.112,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__,MiDAS Global
060-AU-05.bin.1.148,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__;s__,MiDAS Global
060-AU-05.bin.1.163,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JAUPVS01;g__JAUPVS01;s__,MiDAS Global
060-AU-05.bin.1.173,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__GWB1-39-10;s__,MiDAS Global
060-AU-05.bin.1.462,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__GCA-2699445;g__;s__,MiDAS Global
060-AU-05.bin.1.470,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__Defluviicoccus;s__,MiDAS Global
060-AU-05.bin.1.855,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAISIP01;s__,MiDAS Global
060-AU-05.bin.2.101,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__RAS1;s__,MiDAS Global
060-AU-05.bin.2.11,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAFLCA01;g__JAFLCA01;s__,MiDAS Global
060-AU-05.bin.2.113,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__,MiDAS Global
060-AU-05.bin.2.114,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__21-14-0-10-47-8;s__,MiDAS Global
060-AU-05.bin.2.115,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__CSBR16-119;g__JAUPTX01;s__,MiDAS Global
060-AU-05.bin.2.116,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__JANLHA01;g__JADLGJ01;s__,MiDAS Global
060-AU-05.bin.2.118,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__;g__;s__,MiDAS Global
060-AU-05.bin.2.122,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__JALHLM01;g__JALHLM01;s__,MiDAS Global
060-AU-05.bin.2.125,d__Bacteria;p__JAGRBM01;c__JAGRBM01;o__;f__;g__;s__,MiDAS Global
060-AU-05.bin.2.127,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__UBA5066;s__,MiDAS Global
060-AU-05.bin.2.128,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax;s__,MiDAS Global
060-AU-05.bin.2.129,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__JACOTV01;s__,MiDAS Global
060-AU-05.bin.2.13,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__,MiDAS Global
060-AU-05.bin.2.133,d__Bacteria;p__Bdellovibrionota;c__UBA2394;o__UBA2394;f__UBA2394;g__JAQBPA01;s__,MiDAS Global
060-AU-05.bin.2.14,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAAFHJ01;s__,MiDAS Global
060-AU-05.bin.2.141,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA2112;g__UBA2112;s__,MiDAS Global
060-AU-05.bin.2.143,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__;s__,MiDAS Global
060-AU-05.bin.2.144,d__Bacteria;p__Omnitrophota;c__Koll11;o__2-02-FULL-51-18;f__2-02-FULL-51-18;g__JAHFFM01;s__,MiDAS Global
060-AU-05.bin.2.147,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__HO2-37-13b;g__2-01-FULL-39-24;s__,MiDAS Global
060-AU-05.bin.2.148,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,MiDAS Global
060-AU-05.bin.2.151,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__2-12-FULL-41-12;g__;s__,MiDAS Global
060-AU-05.bin.2.159,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__JAGTJX01;g__;s__,MiDAS Global
060-AU-05.bin.2.166,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Caulifigura;s__,MiDAS Global
060-AU-05.bin.2.173,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__;s__,MiDAS Global
060-AU-05.bin.2.176,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__HRBIN36;g__JAEUIE01;s__,MiDAS Global
060-AU-05.bin.2.179,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexifilum;s__,MiDAS Global
060-AU-05.bin.2.183,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__,MiDAS Global
060-AU-05.bin.2.184,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__F11;g__;s__,MiDAS Global
060-AU-05.bin.2.19,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,MiDAS Global
060-AU-05.bin.2.191,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__,MiDAS Global
060-AU-05.bin.2.192,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__,MiDAS Global
060-AU-05.bin.2.197,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__,MiDAS Global
060-AU-05.bin.2.2,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__JAJYLH01;g__;s__,MiDAS Global
060-AU-05.bin.2.208,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,MiDAS Global
060-AU-05.bin.2.210,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,MiDAS Global
060-AU-05.bin.2.211,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__JAGOQX01;s__,MiDAS Global
060-AU-05.bin.2.220,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__;s__,MiDAS Global
060-AU-05.bin.2.226,d__Bacteria;p__Planctomycetota;c__UBA8742;o__UBA2392;f__UBA2392;g__UBA2392;s__,MiDAS Global
060-AU-05.bin.2.23,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Zambryskibacteraceae;g__C7867-006;s__,MiDAS Global
060-AU-05.bin.2.232,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__JABDDW01;f__JABDDW01;g__;s__,MiDAS Global
060-AU-05.bin.2.236,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__JALOLF01;s__,MiDAS Global
060-AU-05.bin.2.245,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__CAILAD01;f__JACPPH01;g__;s__,MiDAS Global
060-AU-05.bin.2.250,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__JANLHA01;g__JADLGJ01;s__,MiDAS Global
060-AU-05.bin.2.252,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__;s__,MiDAS Global
060-AU-05.bin.2.253,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__,MiDAS Global
060-AU-05.bin.2.254,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA7683;g__UBA7683;s__,MiDAS Global
060-AU-05.bin.2.258,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__,MiDAS Global
060-AU-05.bin.2.26,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__,MiDAS Global
060-AU-05.bin.2.260,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__,MiDAS Global
060-AU-05.bin.2.261,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__,MiDAS Global
060-AU-05.bin.2.264,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Epilineales;f__JAHCIE01;g__JAHCIE01;s__,MiDAS Global
060-AU-05.bin.2.266,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAEZGD01;s__,MiDAS Global
060-AU-05.bin.2.269,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pan216;f__Pan216;g__JAIELF01;s__,MiDAS Global
060-AU-05.bin.2.27,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__;s__,MiDAS Global
060-AU-05.bin.2.273,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__,MiDAS Global
060-AU-05.bin.2.277,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__Turneriellaceae;g__Turneriella;s__,MiDAS Global
060-AU-05.bin.2.280,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__,MiDAS Global
060-AU-05.bin.2.283,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__;s__,MiDAS Global
060-AU-05.bin.2.289,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__JAGNNV01;g__JAGNNV01;s__,MiDAS Global
060-AU-05.bin.2.29,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__JACRDB01;s__,MiDAS Global
060-AU-05.bin.2.291,d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__;s__,MiDAS Global
060-AU-05.bin.2.295,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,MiDAS Global
060-AU-05.bin.2.296,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__,MiDAS Global
060-AU-05.bin.2.301,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__JAGSPQ01;s__,MiDAS Global
060-AU-05.bin.2.303,d__Bacteria;p__Planctomycetota;c__J058;o__J058;f__JACQDU01;g__JACQDU01;s__,MiDAS Global
060-AU-05.bin.2.305,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__CAIXSY01;g__CAIXSY01;s__,MiDAS Global
060-AU-05.bin.2.307,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__SS1-B-03-39;f__UBA6053;g__;s__,MiDAS Global
060-AU-05.bin.2.308,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__,MiDAS Global
060-AU-05.bin.2.314,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JACVCS01;s__,MiDAS Global
060-AU-05.bin.2.318,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JALEGO01;g__;s__,MiDAS Global
060-AU-05.bin.2.319,d__Bacteria;p__UBA10199;c__UBA10199;o__2-02-FULL-50-16;f__GCA-016699445;g__GCA-016699445;s__,MiDAS Global
060-AU-05.bin.2.323,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__JABWCD01;s__,MiDAS Global
060-AU-05.bin.2.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__,MiDAS Global
060-AU-05.bin.2.334,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexicrinis;s__,MiDAS Global
060-AU-05.bin.2.335,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,MiDAS Global
060-AU-05.bin.2.336,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__JABDGM01;s__,MiDAS Global
060-AU-05.bin.2.337,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__CADCWN01;g__CADCWN01;s__,MiDAS Global
060-AU-05.bin.2.341,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PALSA-1355;g__PALSA-1355;s__,MiDAS Global
060-AU-05.bin.2.353,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__,MiDAS Global
060-AU-05.bin.2.36,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexifilum;s__,MiDAS Global
060-AU-05.bin.2.373,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__;g__;s__,MiDAS Global
060-AU-05.bin.2.377,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA8199;g__;s__,MiDAS Global
060-AU-05.bin.2.38,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__CAIKOH01;s__,MiDAS Global
060-AU-05.bin.2.380,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,MiDAS Global
060-AU-05.bin.2.390,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__JABDGM01;s__,MiDAS Global
